PRODUCT,AGE,AREA,RESIDENTIAL_PLACE,EDUCATION,MARITAL_STATUS,HOUSEHOLD_MEMBERS,NO_OF_DEPENDENTS,INCOME,WORK_SENIORITY,BUSINESS AGE,ECONOMIC_SECTOR,EMPLOYEE_NO,LENGTH_RELATIONSHIP_WITH_CLIENT,DEBIT_CARD,CURRENT_ACCOUNT,SAVING_ACCOUNT,SALARY_ACCOUNT,FOREIGN_ACCOUNT,FINALIZED_LOAN,DEPOSIT,PENSION_FUNDS,DEFAULT_FLAG
C,51,Rural area,Owner without mortgage,University,married,2,0,2177.5775,28,61,Other,between 11-20,12,1,1,0,0,0,0,0,0,0
B,63,County capital,Owner without mortgage,Post secondary school,divorced,1,0,574,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
B,62,Urban area,Owner without mortgage,Highschool,single,1,0,1121,5,16,Missing,Missing,12,1,1,0,0,0,1,0,0,0
C,60,Urban area,Owner without mortgage,Highschool,married,2,0,690,5,16,Missing,Missing,8,1,1,0,0,0,0,0,0,0
F,38,County capital,Living with family,University,single,1,0,5637,4,13,"Professional, scientific and technical activities",between 21-50,2,0,0,0,0,0,0,0,0,0
C,30,Urban area,Living with family,Vocational school,married,2,0,1418.4,9,14,Public administration and defence,between 251-500,1,0,0,0,0,0,0,0,0,0
C,46,County capital,Owner with mortgage,University,married,4,2,18230,13,16,Missing,> 1.000,13,0,0,0,0,0,0,0,0,0
B,60,Rural area,Owner without mortgage,Vocational school,married,2,0,1057.33,10,17,Real estate activities,between 251-500,1,1,1,0,1,0,0,0,0,0
B,36,Urban area,Owner without mortgage,University,married,2,0,1971.4975,14,24,Public administration and defence,between 501-1.000,9,1,1,0,0,0,1,0,0,0
C,33,County capital,Owner without mortgage,University,married,3,1,3898.41,3,17,Wholesale and retail trade,between 101-250,14,0,0,0,0,0,0,0,0,0
F,38,Rural area,Living with family,University,married,2,0,1559,1,2,Wholesale and retail trade,between 0-10,10,1,1,0,0,0,0,0,0,0
C,22,County capital,Living with family,University,single,1,0,649,1,7,Other,> 1.000,1,1,1,0,0,0,0,0,0,0
C,59,County capital,Owner without mortgage,University,divorced,1,0,12182,3,8,"Professional, scientific and technical activities",between 21-50,2,0,0,0,0,0,0,0,0,0
C,42,County capital,Owner without mortgage,College,married,2,0,859,9,14,Manufacturing,between 51-100,10,1,1,0,0,0,0,0,0,0
C,46,Rural area,Living with family,Highschool,single,1,0,744.5,9,14,Water supply,> 1.000,1,0,0,0,0,0,0,0,0,1
C,23,Rural area,Living with family,Other,single,1,1,1052.23,2,8,Missing,between 251-500,2,0,0,0,0,0,0,0,0,0
C,55,Urban area,Owner without mortgage,Highschool,married,2,0,1123,22,23,Human health and social work activities,between 251-500,1,0,0,0,0,0,0,0,0,0
F,29,County capital,Living with family,University,single,1,0,2912.95,3,5,Transportation and storage,between 101-250,2,0,0,0,0,0,0,0,0,0
B,45,Rural area,Living with family,Post secondary school,divorced,1,0,1283.2475,2,21,Construction,between 101-250,1,0,0,0,0,0,0,0,0,1
C,41,Rural area,Owner without mortgage,Highschool,married,2,0,735,10,22,Wholesale and retail trade,between 21-50,2,0,0,0,0,0,0,0,0,0
E,28,Rural area,Owner without mortgage,College,single,1,0,777.1,3,6,Other,> 1.000,2,1,1,0,1,0,0,0,0,1
C,51,County capital,Owner without mortgage,University,single,1,0,1926,12,16,Missing,between 501-1.000,1,0,0,0,0,0,0,0,0,0
F,31,Urban area,Living with family,Vocational school,married,2,0,1429.45,7,10,Manufacturing,between 501-1.000,1,1,1,0,0,0,0,0,0,0
E,39,Rural area,Living with family,Post secondary school,married,2,0,706,5,9,Construction,between 101-250,1,1,1,0,1,0,0,0,0,0
C,23,County capital,Living with family,University,single,1,0,870.8385,2,6,Missing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,64,Rural area,Owner without mortgage,Vocational school,married,2,0,750,5,16,Missing,Missing,2,0,1,0,0,0,0,0,0,0
C,33,County capital,Owner without mortgage,Post-graduate,divorced,1,0,5676.9525,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
B,39,County capital,Owner without mortgage,University,married,2,0,1005.66,5,11,Other,between 21-50,1,1,1,0,1,0,0,0,0,0
B,66,County capital,Owner without mortgage,University,married,2,0,1457,5,16,Missing,Missing,16,0,0,0,0,0,0,0,0,0
E,50,County capital,Owner without mortgage,Post-graduate,married,2,0,4577,25,92,Other,between 101-250,1,1,1,0,1,0,0,0,0,0
C,47,County capital,Owner without mortgage,Highschool,married,2,0,1926.226,10,23,Wholesale and retail trade,between 51-100,1,0,1,0,0,0,0,0,0,0
C,35,County capital,Owner without mortgage,University,married,2,0,1510,5,16,Missing,Missing,9,1,1,0,1,0,1,0,0,0
B,57,County capital,Owner without mortgage,Highschool,single,1,0,1600,7,11,Construction,between 101-250,9,0,0,0,0,0,1,0,0,0
E,23,County capital,Living with family,Highschool,single,1,0,1182,4,24,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,29,County capital,Owner without mortgage,University,married,2,0,3884.66,8,9,Manufacturing,between 251-500,1,1,1,0,1,0,0,0,0,0
B,37,Urban area,Owner without mortgage,Highschool,married,3,1,1160.4975,8,13,Manufacturing,between 501-1.000,10,1,1,0,0,0,1,0,0,0
B,34,Rural area,Living with family,Other,single,1,0,1153,3,9,Manufacturing,between 21-50,2,0,0,0,0,0,0,0,0,0
F,24,Urban area,Living with family,University,single,1,0,1636.4975,1,8,Financial and insurance activities,between 251-500,1,0,0,0,0,0,0,0,0,0
B,52,County capital,Living with family,Vocational school,single,1,0,677,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,1
F,28,County capital,Living with family,Post-graduate,single,1,0,4213,3,8,Information and communication,between 11-20,1,0,1,0,0,0,0,0,0,0
C,39,County capital,Living with family,University,married,2,0,909.33,7,16,Wholesale and retail trade,> 1.000,9,0,0,0,0,0,0,0,0,0
C,54,County capital,Owner without mortgage,Other,married,2,0,1485,5,16,Missing,Missing,1,1,1,0,1,0,0,0,0,0
B,43,County capital,Owner with mortgage,University,married,3,1,2446.5675,5,7,Wholesale and retail trade,between 0-10,9,0,0,0,0,0,0,0,0,0
E,66,Urban area,Owner without mortgage,Vocational school,married,2,0,1347,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,45,County capital,Owner without mortgage,Highschool,married,2,0,1881,12,15,Manufacturing,between 21-50,9,0,0,0,0,0,1,0,0,0
E,43,Rural area,Living with family,Middle school,married,2,0,631,5,22,Public administration and defence,between 51-100,2,1,1,0,1,0,0,0,0,0
F,39,Urban area,Owner with mortgage,University,married,4,2,3581.87,18,18,Mining and quarrying,> 1.000,15,0,0,0,0,0,1,0,0,0
B,49,County capital,Living with family,University,divorced,1,0,1296,6,6,Education,between 21-50,2,0,0,0,0,0,0,0,0,0
C,47,Urban area,Owner without mortgage,University,married,3,1,2698,24,47,Public administration and defence,between 501-1.000,12,1,1,0,0,0,0,0,0,0
B,35,County capital,Owner without mortgage,University,single,1,0,1500,5,16,Missing,Missing,11,0,0,0,0,0,1,0,0,0
F,31,Urban area,Living with family,University,single,1,0,2165,2,7,Construction,between 21-50,9,1,1,0,0,0,0,0,0,0
B,46,County capital,Owner without mortgage,Highschool,single,1,0,833,4,5,Other,between 251-500,6,1,1,0,0,0,0,0,0,1
C,36,Rural area,Living with family,Vocational school,single,1,0,1096,5,14,Manufacturing,between 101-250,11,0,0,0,0,0,0,0,0,0
C,39,County capital,Living with family,Post secondary school,divorced,1,0,2988.255,8,22,Wholesale and retail trade,between 501-1.000,9,0,0,0,0,0,0,0,0,1
B,46,Urban area,Owner without mortgage,Other,single,1,0,798.12,6,7,Water supply,between 101-250,1,1,1,0,0,0,0,0,0,0
B,55,Rural area,Owner without mortgage,Highschool,single,1,0,967,5,16,Missing,Missing,12,0,1,0,0,0,0,0,0,0
F,29,Urban area,Living with family,Highschool,married,2,0,969.23,3,24,Accommodation and food service activities,between 101-250,11,0,0,0,0,0,1,0,0,0
C,36,Urban area,Owner without mortgage,College,married,2,0,1093.3275,5,11,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,28,Rural area,Other,University,single,1,0,1259.28,3,12,Other,> 1.000,1,0,0,0,0,0,0,0,0,0
C,47,County capital,Owner without mortgage,Post-graduate,single,1,0,1675,6,6,Education,> 1.000,11,0,1,0,0,0,0,0,0,0
C,40,Rural area,Owner without mortgage,Highschool,married,3,1,1654.5,15,24,Manufacturing,between 251-500,12,0,0,0,0,0,1,0,0,0
C,38,County capital,Owner without mortgage,Highschool,single,1,0,1189,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,43,Urban area,Owner without mortgage,University,married,2,0,1313,2,4,Education,between 21-50,14,0,0,0,0,0,0,0,0,0
C,50,Rural area,Living with family,Other,married,2,1,1275,3,24,Manufacturing,> 1.000,2,0,0,0,0,0,0,0,0,0
C,51,Rural area,Owner without mortgage,University,widow,1,0,2510,2,16,Missing,between 101-250,1,0,0,0,0,0,0,0,0,0
B,40,Urban area,Owner without mortgage,Post secondary school,single,1,0,1214.1525,8,9,Manufacturing,between 251-500,2,0,0,0,0,0,0,0,0,0
F,33,County capital,Living with family,University,single,1,0,5660,9,17,"Professional, scientific and technical activities",between 251-500,11,0,0,0,0,0,0,0,0,0
F,39,County capital,Living with family,Highschool,married,2,0,1592,5,20,Manufacturing,between 101-250,8,0,0,0,0,0,0,0,0,0
E,67,County capital,Owner without mortgage,Highschool,married,2,0,521,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
B,26,Urban area,Living with family,University,single,1,0,1626,4,15,Information and communication,between 51-100,2,1,1,0,0,0,0,0,0,0
C,60,County capital,Owner with mortgage,Highschool,widow,1,0,959,5,16,Missing,Missing,12,0,0,0,0,0,0,0,0,0
F,32,County capital,Living with family,University,married,2,0,1594,6,9,Wholesale and retail trade,between 0-10,2,0,0,0,0,0,0,0,0,0
C,68,Rural area,Owner without mortgage,Post secondary school,married,2,0,1092,5,16,Missing,Missing,4,0,1,0,0,0,1,0,0,0
B,41,County capital,Owner without mortgage,Post-graduate,married,2,0,2102.3305,9,9,"Professional, scientific and technical activities",between 0-10,16,0,0,0,0,0,1,0,0,0
B,61,County capital,Owner without mortgage,Vocational school,married,2,0,1024,5,16,Missing,Missing,5,0,0,0,0,0,1,0,0,0
B,60,Rural area,Owner without mortgage,Vocational school,married,2,0,903,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,52,Rural area,Owner without mortgage,Highschool,married,2,0,1797.33,3,3,Mining and quarrying,> 1.000,12,1,1,0,0,0,1,0,0,0
C,66,County capital,Owner without mortgage,Post secondary school,single,1,0,699,5,16,Missing,Missing,9,1,1,0,0,0,0,0,0,0
C,58,County capital,Owner without mortgage,University,married,2,0,3448,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
E,65,County capital,Owner without mortgage,Highschool,married,2,1,1196,5,16,Missing,Missing,13,1,1,0,0,0,0,0,0,0
C,47,Rural area,Owner without mortgage,University,married,2,0,883,3,8,Manufacturing,between 21-50,1,1,1,0,1,0,0,0,0,0
C,67,Rural area,Owner without mortgage,Middle school,widow,1,0,537,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
C,32,County capital,Owner without mortgage,University,married,2,0,818,7,13,Wholesale and retail trade,between 101-250,2,0,0,0,0,0,0,0,0,0
C,48,Rural area,Owner without mortgage,University,married,4,2,3500,10,21,Wholesale and retail trade,> 1.000,10,0,0,0,0,0,0,0,0,0
C,52,County capital,Owner without mortgage,Highschool,married,2,0,1249,10,21,Wholesale and retail trade,between 251-500,12,1,1,0,0,0,1,0,0,0
F,35,County capital,Owner without mortgage,University,married,2,0,2196,5,11,Information and communication,between 0-10,8,0,0,0,0,0,0,0,0,0
F,49,County capital,Other,University,divorced,1,0,2231.2,7,7,Real estate activities,between 0-10,10,0,0,0,0,0,1,0,0,0
C,19,Rural area,Owner without mortgage,Other,single,1,0,655.104,3,21,Manufacturing,between 251-500,1,0,0,0,0,0,0,0,0,1
C,31,County capital,Living with family,University,married,3,1,1759,10,43,Public administration and defence,between 501-1.000,2,0,0,0,0,0,0,0,0,0
E,62,County capital,Owner without mortgage,Highschool,single,1,0,1359,45,45,Manufacturing,between 51-100,12,1,1,0,0,0,0,0,0,0
B,51,County capital,Owner without mortgage,Missing,married,2,0,5150,5,11,Water supply,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,49,Urban area,Owner without mortgage,Vocational school,divorced,1,0,3285.2,2,6,Transportation and storage,> 1.000,2,1,1,0,1,0,0,0,0,0
C,42,County capital,Living with family,Post-graduate,married,2,0,1264,8,12,Public administration and defence,between 501-1.000,10,1,1,0,0,0,1,0,0,0
F,30,County capital,Living with family,Post-graduate,single,1,0,4116.25,2,2,Wholesale and retail trade,between 11-20,9,1,1,0,0,0,1,0,0,0
E,29,Rural area,Living with family,University,single,1,0,1689,4,24,Manufacturing,between 501-1.000,7,1,1,0,0,0,1,0,0,0
C,48,County capital,Owner without mortgage,University,single,1,0,1403.8,1,12,"Professional, scientific and technical activities",between 0-10,9,0,0,0,0,0,1,0,0,0
B,48,County capital,Owner without mortgage,University,married,3,1,3157,13,24,Public administration and defence,between 51-100,15,1,1,0,0,0,0,0,0,0
F,60,County capital,Living with family,University,divorced,1,0,3213.25,25,25,Transportation and storage,> 1.000,14,0,0,0,0,0,0,0,0,0
C,59,County capital,Owner without mortgage,University,divorced,1,0,1485,5,16,Missing,Missing,6,0,1,0,0,0,0,0,0,0
F,33,County capital,Owner without mortgage,University,single,1,0,2843.85,11,18,Human health and social work activities,between 501-1.000,1,0,0,0,0,0,0,0,0,0
E,64,Rural area,Owner without mortgage,Vocational school,married,2,0,764,5,16,Missing,Missing,2,1,1,0,1,0,0,0,0,0
C,37,Rural area,Owner without mortgage,Highschool,single,1,0,1602.58,5,16,Missing,Missing,13,0,0,0,0,0,0,0,0,0
C,29,Rural area,Owner without mortgage,Post secondary school,married,3,1,813,4,10,Other,between 501-1.000,1,1,1,0,0,0,0,0,0,0
E,42,County capital,Owner with mortgage,Missing,married,3,1,9224,4,4,Electricity and gas,between 251-500,10,1,1,0,0,0,0,0,0,0
B,33,Rural area,Owner without mortgage,University,married,3,1,2767.5,2,16,Wholesale and retail trade,between 251-500,9,0,0,0,0,0,0,0,0,1
B,42,County capital,Owner without mortgage,Other,married,2,0,1466,5,16,Manufacturing,> 1.000,1,1,1,0,1,0,0,0,0,0
F,38,County capital,Owner without mortgage,University,married,4,2,2938.58,11,19,Wholesale and retail trade,between 251-500,2,0,0,0,0,0,0,0,0,0
C,24,County capital,Living with family,Highschool,single,1,0,820.66,2,16,Missing,> 1.000,2,0,0,0,0,0,0,0,0,0
F,27,County capital,Living with family,University,single,1,0,6992,7,17,Information and communication,between 21-50,9,0,1,0,0,0,0,0,0,0
C,45,County capital,Owner without mortgage,University,divorced,2,0,1663,10,17,Transportation and storage,between 251-500,12,0,1,0,0,0,1,0,0,0
C,49,Urban area,Owner without mortgage,Highschool,married,3,1,1022.6,11,16,Manufacturing,> 1.000,1,0,0,0,0,0,0,0,0,0
C,39,County capital,Owner without mortgage,University,divorced,2,1,1744.9075,1,1,Other,between 21-50,1,0,0,0,0,0,0,0,0,0
C,42,Rural area,Owner without mortgage,University,married,4,2,3587,17,21,Financial and insurance activities,> 1.000,7,0,0,0,0,0,1,0,0,0
B,60,Urban area,Owner without mortgage,Highschool,single,1,0,1400,20,22,Missing,> 1.000,9,0,0,0,0,0,1,0,0,0
B,27,Rural area,Living with family,Other,single,1,0,1578,2,17,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
B,21,Rural area,Living with family,Other,single,1,1,1259.44,2,17,Manufacturing,> 1.000,1,1,1,0,0,0,0,0,0,0
F,28,County capital,Living with family,University,single,1,0,3773.33,3,13,Information and communication,> 1.000,2,0,0,0,0,0,0,0,0,0
C,32,County capital,Owner without mortgage,University,married,2,0,1105.33,3,4,Other,> 1.000,2,0,1,0,0,0,0,0,0,0
C,63,Urban area,Owner without mortgage,Highschool,married,2,0,514,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
F,37,County capital,Living with family,University,married,3,1,2420,5,5,Wholesale and retail trade,between 0-10,12,0,0,0,0,0,0,0,0,0
B,43,County capital,Owner without mortgage,University,single,1,0,1226,1,12,Other,> 1.000,1,1,1,0,1,0,0,0,0,0
F,26,Urban area,Living with family,University,single,1,0,1968.75,4,10,Manufacturing,between 251-500,1,1,1,0,1,0,0,0,0,0
F,26,County capital,Living with family,Post-graduate,single,1,0,2836.495,3,5,Transportation and storage,> 1.000,7,0,0,0,0,0,0,0,0,0
B,47,Urban area,Owner without mortgage,Post secondary school,married,1,0,1044,2,14,Missing,between 101-250,12,0,0,0,0,0,1,0,0,1
C,52,County capital,Owner without mortgage,Other,single,1,0,769,3,17,"Professional, scientific and technical activities",between 21-50,8,0,0,0,0,0,1,0,0,0
F,48,Urban area,Living with family,University,married,2,0,1620.0025,6,47,Public administration and defence,between 251-500,3,0,0,0,0,0,0,0,0,0
B,62,County capital,Owner without mortgage,University,married,2,0,1461,6,23,Construction,between 51-100,1,1,1,0,0,0,0,0,0,0
C,47,County capital,Owner without mortgage,University,widow,1,0,636,18,18,Wholesale and retail trade,between 21-50,4,1,1,0,0,0,0,0,0,0
E,49,County capital,Owner without mortgage,University,married,2,0,2823.72,2,2,Missing,between 501-1.000,1,1,1,0,0,0,0,0,0,0
C,35,County capital,Owner without mortgage,University,married,3,1,8442.5,7,20,Financial and insurance activities,> 1.000,16,0,1,0,0,0,0,0,0,0
C,63,County capital,Other,Highschool,widow,1,0,588,5,16,Missing,Missing,1,0,1,0,0,0,0,0,0,0
C,44,Urban area,Owner without mortgage,University,married,2,0,2474,7,13,Transportation and storage,between 51-100,1,0,0,0,0,0,0,0,0,0
C,34,County capital,Living with family,College,single,1,0,889,3,6,Other,between 501-1.000,10,0,0,0,0,0,1,0,0,0
F,34,County capital,Owner without mortgage,Post-graduate,single,1,0,2267.93,7,25,Financial and insurance activities,> 1.000,12,0,0,0,0,0,1,0,0,0
F,29,Rural area,Living with family,University,single,1,1,2454,6,7,Construction,between 0-10,12,0,0,0,0,0,0,0,0,0
E,37,County capital,Living with family,University,married,3,1,2563.41,2,8,"Professional, scientific and technical activities",between 251-500,1,1,1,0,1,0,0,0,0,0
C,56,County capital,Owner without mortgage,University,single,1,0,731.33,2,24,Other,between 51-100,17,0,0,0,0,0,0,0,0,0
C,37,County capital,Owner without mortgage,University,single,1,0,3090.5,8,8,Electricity and gas,> 1.000,10,0,1,0,0,0,1,0,0,0
C,50,County capital,Owner without mortgage,Other,married,2,0,2140.296,4,4,Transportation and storage,> 1.000,11,0,0,0,0,0,1,0,0,0
B,32,County capital,Owner without mortgage,University,married,2,0,2687,1,16,Wholesale and retail trade,between 251-500,1,1,1,0,1,0,0,0,0,0
C,45,Urban area,Owner without mortgage,Vocational school,married,4,2,2659.635,4,12,Transportation and storage,between 501-1.000,9,0,0,0,0,0,1,0,0,0
B,45,County capital,Owner without mortgage,University,divorced,1,0,2502,24,16,Public administration and defence,between 501-1.000,12,0,0,0,0,0,0,0,0,0
C,43,County capital,Owner without mortgage,Vocational school,married,2,0,982,11,12,Manufacturing,between 101-250,9,0,0,0,0,0,1,0,0,0
C,42,Urban area,Owner without mortgage,University,single,1,0,1371,5,16,Financial and insurance activities,> 1.000,15,0,0,0,0,0,1,0,0,0
C,62,Rural area,Owner without mortgage,University,single,1,0,1663,5,16,Missing,Missing,1,0,0,0,0,0,0,0,0,0
E,62,County capital,Owner without mortgage,Vocational school,married,2,0,1034,5,16,Missing,Missing,9,1,1,0,0,0,1,0,0,0
C,49,Rural area,Owner without mortgage,Highschool,married,2,0,938.23,9,24,Manufacturing,between 251-500,9,0,0,0,0,0,0,0,0,1
F,36,County capital,Owner with mortgage,Post-graduate,married,2,0,10878,4,17,Wholesale and retail trade,between 51-100,2,0,0,0,0,0,0,0,0,0
E,58,County capital,Owner without mortgage,Vocational school,married,2,0,1405,5,16,Missing,Missing,1,1,1,0,0,0,0,0,0,0
B,62,County capital,Owner without mortgage,Other,divorced,1,0,677,5,16,Missing,Missing,11,0,0,0,0,0,0,0,0,0
C,46,Rural area,Owner without mortgage,Vocational school,single,1,0,1117.25,2,24,Construction,between 21-50,1,0,0,0,0,0,0,0,0,1
